external_source,external_id,query_used,city_used,name,type_name,address,latitude,longitude,source_location,website_url,phone,description,season_slugs,photo_urls,estimated_cost,estimated_duration,is_active,image_query_used,primary_image_local_path,primary_image_url,image_status,image_source,image_content_type,s3_key
2gis,7E+16,отель в Горячем Ключе,Горячий Ключ,"Ангел, отель",hotel,"улица Ворошилова, 16",44.62861,39.107765,Краснодарский край,,,"Ангел, отель — это гостиничный объект для путешественников. Место находится по адресу улица Ворошилова, 16, Горячий Ключ. Отельный формат подходит для коротких остановок, отпуска и поездок, где важны комфорт и предсказуемые условия проживания. Локация может быть удобной базой для знакомства с городом и окрестностями, особенно если важна транспортная доступность. Если вы планируете проживание здесь, лучше заранее проверить условия заселения, парковку и состав включенных услуг, а для путешествия по этой части края Ангел, отель можно включить в маршрут как атмосферную и практичную остановку.",winter,,8363,1,TRUE,"Ангел, отель Горячий Ключ hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Ейске,Ейск,"Ангелина, гостиница",hotel,"Центральная улица, 60",46.678063,38.304666,Краснодарский край,,,"Ангелина, гостиница — это гостиничный объект для путешественников. Место находится по адресу Центральная улица, 60, Ейск. Обычно такие места выбирают за удобство размещения, понятный сервис и возможность выстроить отдых вокруг локации. Это практичный вариант для нескольких ночей, когда нужен понятный формат размещения и удобная отправная точка для маршрутов. Перед бронированием стоит уточнить категории номеров, условия питания и дополнительные сервисы, которые важны именно вам, а если вы планируете маршрут заранее, Ангелина, гостиница можно рассмотреть как удобную и запоминающуюся остановку.",summer,,13979,1,TRUE,"Ангелина, гостиница Ейск hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Ейске,Ейск,Апрельский,hotel,"Апрельский переулок, 22",46.677107,38.300793,Краснодарский край,,,"Апрельский — это гостиничный объект для путешественников. Место находится по адресу Апрельский переулок, 22, Ейск. Отельный формат подходит для коротких остановок, отпуска и поездок, где важны комфорт и предсказуемые условия проживания. Это практичный вариант для нескольких ночей, когда нужен понятный формат размещения и удобная отправная точка для маршрутов. Если вы планируете проживание здесь, лучше заранее проверить условия заселения, парковку и состав включенных услуг, а для путешествия по этой части края Апрельский можно включить в маршрут как атмосферную и практичную остановку.",summer,,8169,1,TRUE,Апрельский Ейск hotel,,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Сочи,Сочи,"Архитектор by Provence, апарт-отель",hotel,"улица Конституции СССР, 18/1в",43.590522,39.71985,Краснодарский край,,,"Архитектор by Provence, апарт-отель — это вариант размещения для отдыха или деловой поездки. Место находится по адресу улица Конституции СССР, 18/1в, Сочи. Подобные объекты часто удобны как для туристов, так и для тех, кто приезжает по делам и хочет остановиться без лишних сложностей. Такой формат хорошо подходит тем, кто хочет сочетать отдых, поездки по окрестностям и стабильный уровень комфорта. Если вы планируете проживание здесь, лучше заранее проверить условия заселения, парковку и состав включенных услуг, а в рамках поездки Архитектор by Provence, апарт-отель может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,10525,1,TRUE,"Архитектор by Provence, апарт-отель Сочи hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Ейске,Ейск,"Ассоль, гостиница",hotel,"улица Шмидта, 20",46.715351,38.257875,Краснодарский край,,,"Ассоль, гостиница — это гостиничный объект для путешественников. Место находится по адресу улица Шмидта, 20, Ейск. Отельный формат подходит для коротких остановок, отпуска и поездок, где важны комфорт и предсказуемые условия проживания. Локация может быть удобной базой для знакомства с городом и окрестностями, особенно если важна транспортная доступность. Для комфортной остановки имеет смысл заранее узнать детали бронирования, формат завтраков и доступные удобства, а если вы планируете маршрут заранее, Ассоль, гостиница можно рассмотреть как удобную и запоминающуюся остановку.",summer,,8395,1,TRUE,"Ассоль, гостиница Ейск hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Геленджике,Геленджик,"Астель Вилла, отель",hotel,"Школьная улица, 1",44.558664,38.077022,Краснодарский край,,,"Астель Вилла, отель — это отель. Место находится по адресу Школьная улица, 1, Геленджик. Отельный формат подходит для коротких остановок, отпуска и поездок, где важны комфорт и предсказуемые условия проживания. Такой формат хорошо подходит тем, кто хочет сочетать отдых, поездки по окрестностям и стабильный уровень комфорта. Перед бронированием стоит уточнить категории номеров, условия питания и дополнительные сервисы, которые важны именно вам, а если вы планируете маршрут заранее, Астель Вилла, отель можно рассмотреть как удобную и запоминающуюся остановку.",summer,,9870,1,TRUE,"Астель Вилла, отель Геленджик hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Ейске,Ейск,"Астерия, гостиница",hotel,"Пляжная улица, 2/1",46.732202,38.284086,Краснодарский край,,,"Астерия, гостиница — это вариант размещения для отдыха или деловой поездки. Место находится по адресу Пляжная улица, 2/1, Ейск. Отельный формат подходит для коротких остановок, отпуска и поездок, где важны комфорт и предсказуемые условия проживания. Локация может быть удобной базой для знакомства с городом и окрестностями, особенно если важна транспортная доступность. Для комфортной остановки имеет смысл заранее узнать детали бронирования, формат завтраков и доступные удобства, а для путешествия по этой части края Астерия, гостиница можно включить в маршрут как атмосферную и практичную остановку.",summer,,14053,1,TRUE,"Астерия, гостиница Ейск hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Ейске,Ейск,"Астерия, пансионат",hotel,"Пляжная улица, 2/3",46.740026,38.28943,Краснодарский край,,,"Астерия, пансионат — это вариант размещения для отдыха или деловой поездки. Место находится по адресу Пляжная улица, 2/3, Ейск. Подобные объекты часто удобны как для туристов, так и для тех, кто приезжает по делам и хочет остановиться без лишних сложностей. Такой формат хорошо подходит тем, кто хочет сочетать отдых, поездки по окрестностям и стабильный уровень комфорта. Для комфортной остановки имеет смысл заранее узнать детали бронирования, формат завтраков и доступные удобства, а в рамках поездки Астерия, пансионат может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,14067,1,TRUE,"Астерия, пансионат Ейск hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Туапсе,Туапсе,"Астория, гостиница",hotel,"Приречная улица, 14",44.100493,39.056861,Краснодарский край,,,"Астория, гостиница — это гостиничный объект для путешественников. Место находится по адресу Приречная улица, 14, Туапсе. Отельный формат подходит для коротких остановок, отпуска и поездок, где важны комфорт и предсказуемые условия проживания. Это практичный вариант для нескольких ночей, когда нужен понятный формат размещения и удобная отправная точка для маршрутов. Перед бронированием стоит уточнить категории номеров, условия питания и дополнительные сервисы, которые важны именно вам, а если вы планируете маршрут заранее, Астория, гостиница можно рассмотреть как удобную и запоминающуюся остановку.",summer,,12511,1,TRUE,"Астория, гостиница Туапсе hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Сочи,Сочи,"Атлант, отель",hotel,"улица Ульянова, 14",43.424786,39.918446,Краснодарский край,,,"Атлант, отель — это отель. Место находится по адресу улица Ульянова, 14, Сочи. Обычно такие места выбирают за удобство размещения, понятный сервис и возможность выстроить отдых вокруг локации. Это практичный вариант для нескольких ночей, когда нужен понятный формат размещения и удобная отправная точка для маршрутов. Если вы планируете проживание здесь, лучше заранее проверить условия заселения, парковку и состав включенных услуг, а если вы планируете маршрут заранее, Атлант, отель можно рассмотреть как удобную и запоминающуюся остановку.",summer,,8414,1,TRUE,"Атлант, отель Сочи hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,3.23749E+15,отель в Краснодаре,Краснодар,"Атлас, гостиничный комплекс",hotel,"проезд Ломоносова, 8",45.034967,39.004893,Краснодарский край,,,"Атлас, гостиничный комплекс — это вариант размещения для отдыха или деловой поездки. Место находится по адресу проезд Ломоносова, 8, Краснодар. Обычно такие места выбирают за удобство размещения, понятный сервис и возможность выстроить отдых вокруг локации. Локация может быть удобной базой для знакомства с городом и окрестностями, особенно если важна транспортная доступность. Для комфортной остановки имеет смысл заранее узнать детали бронирования, формат завтраков и доступные удобства, а в рамках поездки Атлас, гостиничный комплекс может стать приятной точкой для короткого визита или более спокойного отдыха.",fall,,12031,1,TRUE,"Атлас, гостиничный комплекс Краснодар hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Геленджике,Геленджик,"Атлас, отель",hotel,"Гоголя, 17",44.579746,38.075722,Краснодарский край,,,"Атлас, отель — это отель. Место находится по адресу Гоголя, 17, Геленджик. Обычно такие места выбирают за удобство размещения, понятный сервис и возможность выстроить отдых вокруг локации. Локация может быть удобной базой для знакомства с городом и окрестностями, особенно если важна транспортная доступность. Если вы планируете проживание здесь, лучше заранее проверить условия заселения, парковку и состав включенных услуг, а в рамках поездки Атлас, отель может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,13582,1,TRUE,"Атлас, отель Геленджик hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Геленджике,Геленджик,"Атмосфера 18+, отель",hotel,"Шмидта, 1",44.571004,38.072366,Краснодарский край,,,"Атмосфера 18+, отель — это гостиничный объект для путешественников. Место находится по адресу Шмидта, 1, Геленджик. Подобные объекты часто удобны как для туристов, так и для тех, кто приезжает по делам и хочет остановиться без лишних сложностей. Это практичный вариант для нескольких ночей, когда нужен понятный формат размещения и удобная отправная точка для маршрутов. Для комфортной остановки имеет смысл заранее узнать детали бронирования, формат завтраков и доступные удобства, а если вы планируете маршрут заранее, Атмосфера 18+, отель можно рассмотреть как удобную и запоминающуюся остановку.",summer,,17632,1,TRUE,"Атмосфера 18+, отель Геленджик hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,3.23749E+15,отель в Краснодаре,Краснодар,"Аэроотель, гостиница",hotel,"улица Фадеева, 328а",45.028688,39.122326,Краснодарский край,,,"Аэроотель, гостиница — это гостиничный объект для путешественников. Место находится по адресу улица Фадеева, 328а, Краснодар. Отельный формат подходит для коротких остановок, отпуска и поездок, где важны комфорт и предсказуемые условия проживания. Такой формат хорошо подходит тем, кто хочет сочетать отдых, поездки по окрестностям и стабильный уровень комфорта. Перед бронированием стоит уточнить категории номеров, условия питания и дополнительные сервисы, которые важны именно вам, а в рамках поездки Аэроотель, гостиница может стать приятной точкой для короткого визита или более спокойного отдыха.",fall,,15739,1,TRUE,"Аэроотель, гостиница Краснодар hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Горячем Ключе,Горячий Ключ,"Баварский дом, отель",hotel,"Псекупская улица, 113",44.631128,39.113733,Краснодарский край,,,"Баварский дом, отель — это отель. Место находится по адресу Псекупская улица, 113, Горячий Ключ. Обычно такие места выбирают за удобство размещения, понятный сервис и возможность выстроить отдых вокруг локации. Локация может быть удобной базой для знакомства с городом и окрестностями, особенно если важна транспортная доступность. Если вы планируете проживание здесь, лучше заранее проверить условия заселения, парковку и состав включенных услуг, а в рамках поездки Баварский дом, отель может стать приятной точкой для короткого визита или более спокойного отдыха.",winter,,11807,1,TRUE,"Баварский дом, отель Горячий Ключ hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Новороссийске,Новороссийск,Банно-оздоровительный комплекс,hotel,"проспект Дзержинского, 233",44.67419,37.779384,Краснодарский край,,,"Банно-оздоровительный комплекс — это вариант размещения для отдыха или деловой поездки. Место находится по адресу проспект Дзержинского, 233, Новороссийск. Подобные объекты часто удобны как для туристов, так и для тех, кто приезжает по делам и хочет остановиться без лишних сложностей. Это практичный вариант для нескольких ночей, когда нужен понятный формат размещения и удобная отправная точка для маршрутов. Если вы планируете проживание здесь, лучше заранее проверить условия заселения, парковку и состав включенных услуг, а в рамках поездки Банно-оздоровительный комплекс может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,7980,1,TRUE,Банно-оздоровительный комплекс Новороссийск hotel,,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Новороссийске,Новороссийск,"Барин, отель",hotel,"Рыбацкая улица, 2Б",44.67578,37.798323,Краснодарский край,,,"Барин, отель — это отель. Место находится по адресу Рыбацкая улица, 2Б, Новороссийск. Отельный формат подходит для коротких остановок, отпуска и поездок, где важны комфорт и предсказуемые условия проживания. Локация может быть удобной базой для знакомства с городом и окрестностями, особенно если важна транспортная доступность. Для комфортной остановки имеет смысл заранее узнать детали бронирования, формат завтраков и доступные удобства, а если вы планируете маршрут заранее, Барин, отель можно рассмотреть как удобную и запоминающуюся остановку.",summer,,7663,1,TRUE,"Барин, отель Новороссийск hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Ейске,Ейск,"Белая ива, гостиница",hotel,"улица Шмидта, 38",46.711031,38.252622,Краснодарский край,,,"Белая ива, гостиница — это вариант размещения для отдыха или деловой поездки. Место находится по адресу улица Шмидта, 38, Ейск. Обычно такие места выбирают за удобство размещения, понятный сервис и возможность выстроить отдых вокруг локации. Это практичный вариант для нескольких ночей, когда нужен понятный формат размещения и удобная отправная точка для маршрутов. Перед бронированием стоит уточнить категории номеров, условия питания и дополнительные сервисы, которые важны именно вам, а если вы планируете маршрут заранее, Белая ива, гостиница можно рассмотреть как удобную и запоминающуюся остановку.",summer,,11055,1,TRUE,"Белая ива, гостиница Ейск hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,1.04151E+16,отель в Новороссийске,Новороссийск,"Белладжио, гостиничный комплекс",hotel,"Красная улица, 42а",44.770001,37.728978,Краснодарский край,,,"Белладжио, гостиничный комплекс — это вариант размещения для отдыха или деловой поездки. Место находится по адресу Красная улица, 42а, Новороссийск. Подобные объекты часто удобны как для туристов, так и для тех, кто приезжает по делам и хочет остановиться без лишних сложностей. Такой формат хорошо подходит тем, кто хочет сочетать отдых, поездки по окрестностям и стабильный уровень комфорта. Для комфортной остановки имеет смысл заранее узнать детали бронирования, формат завтраков и доступные удобства, а для путешествия по этой части края Белладжио, гостиничный комплекс можно включить в маршрут как атмосферную и практичную остановку.",summer,,6821,1,TRUE,"Белладжио, гостиничный комплекс Новороссийск hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Горячем Ключе,Горячий Ключ,"Белый Дом, мини-гостиница",hotel,"Федеральная трасса М4 Дон 1384 километр, 3",44.651149,39.15281,Краснодарский край,,,"Белый Дом, мини-гостиница — это вариант размещения для отдыха или деловой поездки. Место находится по адресу Федеральная трасса М4 Дон 1384 километр, 3, Горячий Ключ. Подобные объекты часто удобны как для туристов, так и для тех, кто приезжает по делам и хочет остановиться без лишних сложностей. Локация может быть удобной базой для знакомства с городом и окрестностями, особенно если важна транспортная доступность. Для комфортной остановки имеет смысл заранее узнать детали бронирования, формат завтраков и доступные удобства, а если вы планируете маршрут заранее, Белый Дом, мини-гостиница можно рассмотреть как удобную и запоминающуюся остановку.",winter,,13143,1,TRUE,"Белый Дом, мини-гостиница Горячий Ключ hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,1.04151E+16,отель в Геленджике,Геленджик,"Белый дом, отель",hotel,"микрорайон Магнолия, 5",44.578101,38.064408,Краснодарский край,,,"Белый дом, отель — это вариант размещения для отдыха или деловой поездки. Место находится по адресу микрорайон Магнолия, 5, Геленджик. Подобные объекты часто удобны как для туристов, так и для тех, кто приезжает по делам и хочет остановиться без лишних сложностей. Такой формат хорошо подходит тем, кто хочет сочетать отдых, поездки по окрестностям и стабильный уровень комфорта. Если вы планируете проживание здесь, лучше заранее проверить условия заселения, парковку и состав включенных услуг, а если вы планируете маршрут заранее, Белый дом, отель можно рассмотреть как удобную и запоминающуюся остановку.",summer,,6130,1,TRUE,"Белый дом, отель Геленджик hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Горячем Ключе,Горячий Ключ,"Березка, гостиница",hotel,"Спортивная улица, 2",44.625333,39.120473,Краснодарский край,,,"Березка, гостиница — это отель. Место находится по адресу Спортивная улица, 2, Горячий Ключ. Подобные объекты часто удобны как для туристов, так и для тех, кто приезжает по делам и хочет остановиться без лишних сложностей. Такой формат хорошо подходит тем, кто хочет сочетать отдых, поездки по окрестностям и стабильный уровень комфорта. Для комфортной остановки имеет смысл заранее узнать детали бронирования, формат завтраков и доступные удобства, а для путешествия по этой части края Березка, гостиница можно включить в маршрут как атмосферную и практичную остановку.",winter,,8505,1,TRUE,"Березка, гостиница Горячий Ключ hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Темрюке,Темрюк,"Бриг, гостиница",hotel,"Морская улица, 10",45.293563,37.363997,Краснодарский край,,,"Бриг, гостиница — это отель. Место находится по адресу Морская улица, 10, Темрюк. Отельный формат подходит для коротких остановок, отпуска и поездок, где важны комфорт и предсказуемые условия проживания. Это практичный вариант для нескольких ночей, когда нужен понятный формат размещения и удобная отправная точка для маршрутов. Для комфортной остановки имеет смысл заранее узнать детали бронирования, формат завтраков и доступные удобства, а для путешествия по этой части края Бриг, гостиница можно включить в маршрут как атмосферную и практичную остановку.",summer,,7852,1,TRUE,"Бриг, гостиница Темрюк hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,1.04151E+16,отель в Геленджике,Геленджик,"Бригантина, гостиница",hotel,"Революционная улица, 37",44.554893,38.070288,Краснодарский край,,,"Бригантина, гостиница — это вариант размещения для отдыха или деловой поездки. Место находится по адресу Революционная улица, 37, Геленджик. Подобные объекты часто удобны как для туристов, так и для тех, кто приезжает по делам и хочет остановиться без лишних сложностей. Такой формат хорошо подходит тем, кто хочет сочетать отдых, поездки по окрестностям и стабильный уровень комфорта. Если вы планируете проживание здесь, лучше заранее проверить условия заселения, парковку и состав включенных услуг, а в рамках поездки Бригантина, гостиница может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,14380,1,TRUE,"Бригантина, гостиница Геленджик hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,1.04151E+16,отель в Новороссийске,Новороссийск,"Бригантина, гостиничный комплекс",hotel,"Анапское шоссе, 18",44.728213,37.757807,Краснодарский край,,,"Бригантина, гостиничный комплекс — это отель. Место находится по адресу Анапское шоссе, 18, Новороссийск. Обычно такие места выбирают за удобство размещения, понятный сервис и возможность выстроить отдых вокруг локации. Это практичный вариант для нескольких ночей, когда нужен понятный формат размещения и удобная отправная точка для маршрутов. Перед бронированием стоит уточнить категории номеров, условия питания и дополнительные сервисы, которые важны именно вам, а если вы планируете маршрут заранее, Бригантина, гостиничный комплекс можно рассмотреть как удобную и запоминающуюся остановку.",summer,,12203,1,TRUE,"Бригантина, гостиничный комплекс Новороссийск hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Ейске,Ейск,"Бриз, гостиница",hotel,"Пляжная улица, 9/3",46.728533,38.282318,Краснодарский край,,,"Бриз, гостиница — это отель. Место находится по адресу Пляжная улица, 9/3, Ейск. Отельный формат подходит для коротких остановок, отпуска и поездок, где важны комфорт и предсказуемые условия проживания. Это практичный вариант для нескольких ночей, когда нужен понятный формат размещения и удобная отправная точка для маршрутов. Для комфортной остановки имеет смысл заранее узнать детали бронирования, формат завтраков и доступные удобства, а в рамках поездки Бриз, гостиница может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,10894,1,TRUE,"Бриз, гостиница Ейск hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Ейске,Ейск,"Бристоль, гостиница",hotel,"улица Мира, 120",46.708283,38.275353,Краснодарский край,,,"Бристоль, гостиница — это отель. Место находится по адресу улица Мира, 120, Ейск. Обычно такие места выбирают за удобство размещения, понятный сервис и возможность выстроить отдых вокруг локации. Это практичный вариант для нескольких ночей, когда нужен понятный формат размещения и удобная отправная точка для маршрутов. Перед бронированием стоит уточнить категории номеров, условия питания и дополнительные сервисы, которые важны именно вам, а для путешествия по этой части края Бристоль, гостиница можно включить в маршрут как атмосферную и практичную остановку.",summer,,9507,1,TRUE,"Бристоль, гостиница Ейск hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Геленджике,Геленджик,"Вавилон, гостевой дом",hotel,"Шевченко, 96",44.561776,38.085563,Краснодарский край,,,"Вавилон, гостевой дом — это отель. Место находится по адресу Шевченко, 96, Геленджик. Обычно такие места выбирают за удобство размещения, понятный сервис и возможность выстроить отдых вокруг локации. Это практичный вариант для нескольких ночей, когда нужен понятный формат размещения и удобная отправная точка для маршрутов. Если вы планируете проживание здесь, лучше заранее проверить условия заселения, парковку и состав включенных услуг, а для путешествия по этой части края Вавилон, гостевой дом можно включить в маршрут как атмосферную и практичную остановку.",summer,,11566,1,TRUE,"Вавилон, гостевой дом Геленджик hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,7E+16,отель в Ейске,Ейск,"Вавилон, гостиница",hotel,"Пляжная улица, 9/1",46.731104,38.286849,Краснодарский край,,,"Вавилон, гостиница — это отель. Место находится по адресу Пляжная улица, 9/1, Ейск. Отельный формат подходит для коротких остановок, отпуска и поездок, где важны комфорт и предсказуемые условия проживания. Локация может быть удобной базой для знакомства с городом и окрестностями, особенно если важна транспортная доступность. Перед бронированием стоит уточнить категории номеров, условия питания и дополнительные сервисы, которые важны именно вам, а если вы планируете маршрут заранее, Вавилон, гостиница можно рассмотреть как удобную и запоминающуюся остановку.",summer,,7142,1,TRUE,"Вавилон, гостиница Ейск hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
2gis,1.04151E+16,отель в Анапе,Анапа,"Валентина, гранд-отель",hotel,"Терская улица, 103",44.895878,37.317452,Краснодарский край,,,"Валентина, гранд-отель — это гостиничный объект для путешественников. Место находится по адресу Терская улица, 103, Анапа. Отельный формат подходит для коротких остановок, отпуска и поездок, где важны комфорт и предсказуемые условия проживания. Это практичный вариант для нескольких ночей, когда нужен понятный формат размещения и удобная отправная точка для маршрутов. Для комфортной остановки имеет смысл заранее узнать детали бронирования, формат завтраков и доступные удобства, а если вы планируете маршрут заранее, Валентина, гранд-отель можно рассмотреть как удобную и запоминающуюся остановку.",summer,,16913,1,TRUE,"Валентина, гранд-отель Анапа hotel",,https://storage.yandexcloud.net/hackathon-ss/places-images/hotel.jpg,done,category_placeholder,image/jpeg,places-images/hotel.jpg
